video_filename,matched_music_filename,match_rank,video_score,music_score,score_difference
ACCEDE09637.mp4,14399.mp3,2,0.6869565217391305,0.7142857142857143,0.027329192546583836
ACCEDE09637.mp4,15026.mp3,3,0.6869565217391305,0.7142857142857143,0.027329192546583836
ACCEDE09623.mp4,14695.mp3,1,0.7710144927536232,0.7692307692456538,0.0017837235079694036
ACCEDE09623.mp4,14694.mp3,2,0.7710144927536232,0.7692307692456538,0.0017837235079694036
ACCEDE09623.mp4,14691.mp3,3,0.7710144927536232,0.7692307692456538,0.0017837235079694036
ACCEDE09390.mp4,14528.mp3,1,0.2898550724637681,0.2857142857142857,0.004140786749482428
ACCEDE09390.mp4,14523.mp3,2,0.2898550724637681,0.2857142857142857,0.004140786749482428
ACCEDE09390.mp4,14522.mp3,3,0.2898550724637681,0.2857142857142857,0.004140786749482428
ACCEDE09384.mp4,14575.mp3,1,0.3391304347826087,0.3448275861962206,0.005697151413611934
ACCEDE09384.mp4,14574.mp3,2,0.3391304347826087,0.3448275861962206,0.005697151413611934
ACCEDE09384.mp4,14576.mp3,3,0.3391304347826087,0.3448275861962206,0.005697151413611934
ACCEDE09435.mp4,14399.mp3,1,0.7246376811594203,0.7142857142857143,0.010351966873705987
ACCEDE09435.mp4,15026.mp3,2,0.7246376811594203,0.7142857142857143,0.010351966873705987
ACCEDE09435.mp4,15027.mp3,3,0.7246376811594203,0.7142857142857143,0.010351966873705987
ACCEDE09353.mp4,14695.mp3,1,0.7420289855072464,0.7692307692456538,0.027201783738407426
ACCEDE09353.mp4,14694.mp3,2,0.7420289855072464,0.7692307692456538,0.027201783738407426
ACCEDE09353.mp4,14691.mp3,3,0.7420289855072464,0.7692307692456538,0.027201783738407426
ACCEDE09347.mp4,14628.mp3,1,0.6289855072463768,0.6250000000096749,0.0039855072367018796
ACCEDE09347.mp4,14629.mp3,2,0.6289855072463768,0.6250000000096749,0.0039855072367018796
ACCEDE09347.mp4,14375.mp3,3,0.6289855072463768,0.6250000000096749,0.0039855072367018796
ACCEDE09421.mp4,14987.mp3,1,0.4550724637681159,0.454545454556009,0.0005270092121069103
ACCEDE09421.mp4,14398.mp3,2,0.4550724637681159,0.454545454556009,0.0005270092121069103
ACCEDE09421.mp4,15045.mp3,3,0.4550724637681159,0.454545454556009,0.0005270092121069103
ACCEDE09409.mp4,14642.mp3,1,0.3246376811594202,0.3225806451712774,0.00205703598814283
ACCEDE09409.mp4,14900.mp3,2,0.3246376811594202,0.3225806451712774,0.00205703598814283
ACCEDE09409.mp4,14652.mp3,3,0.3246376811594202,0.3225806451712774,0.00205703598814283
ACCEDE09408.mp4,14649.mp3,1,0.208695652173913,0.2127659574566893,0.004070305282776299
ACCEDE09408.mp4,14891.mp3,2,0.208695652173913,0.2439024390385487,0.035206786864635686
ACCEDE09408.mp4,14687.mp3,3,0.208695652173913,0.2564102564281179,0.04771460425420487
ACCEDE09346.mp4,14399.mp3,1,0.727536231884058,0.7142857142857143,0.013250517598343725
ACCEDE09346.mp4,15026.mp3,2,0.727536231884058,0.7142857142857143,0.013250517598343725
ACCEDE09346.mp4,15027.mp3,3,0.727536231884058,0.7142857142857143,0.013250517598343725
ACCEDE09420.mp4,14660.mp3,1,0.3333333333333333,0.3333333333333333,0.0
ACCEDE09420.mp4,14674.mp3,2,0.3333333333333333,0.3333333333333333,0.0
ACCEDE09420.mp4,14675.mp3,3,0.3333333333333333,0.3333333333333333,0.0
ACCEDE09434.mp4,14759.mp3,1,0.527536231884058,0.5263157894675736,0.0012204424164843353
ACCEDE09434.mp4,14407.mp3,2,0.527536231884058,0.5263157894675736,0.0012204424164843353
